,cluster ID,size,mirai_ratio,Port17140,Port17132,Port17128,Port17130,Port17138,Port17136,Port17134,Port17142,Port80,Port8080,Port23,Port2323,Port81,Port5555,Port1023,Port52869,Port8443,Port49152,Port7574,Port37215,Port54594,Port34218,Port34226,Port34224,Port34228,Port34216,Port34220,Port33964,Port33960,Port33962,Port33970,Port33972,Port33968,Port50401,Port34222,Port34230,Port33966,Port33974,Port445,Port0,Port22,Port8291,Port8728,Port1433,Port8000,Port8081,Port5353,Port2004,Port11211,Port6881,Port8082,Port443,Port4000,Port5060,Port8083,Port8088,Port6379,Port30301,Port7001,Port9527,Port7002,Port9200,Port1027,Port3389,Port1900,Port21,Port5900,Port6380,Port88,Port389,Port8181,Port35,Port5000,Port5001,Port8008,Port4444,Port49153,Port137,Port7547,Port56880,Port5984,Port2222,Port8001,Port2480,Port8888,Port139,Port53,Port3544,Port873,Port50070,Port161,Port631,Port9000,Port4786,Port111,Port27017,Port1883,Port8090,Port554,Port3306,Port60001,Port82,Port83,Port3443,Port85,Port12866,Port3000,Port587,Port5901,Port143,Port50075,Port444,Port995,Port1521,Port465,Port993,Port110,Port10001,Port7777,Port548
103,103.0,485.0,0.0,0.9154639175257732,0.9092783505154639,0.0,0.8494845360824742,0.9938144329896907,0.9051546391752577,0.9793814432989691,0.8597938144329897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002061855670103093,0.04329896907216495,0.06391752577319587,0.041237113402061855,0.4639175257731959,0.04536082474226804,0.024742268041237116,0.04536082474226804,0.6329896907216495,0.08041237113402062,0.05567010309278351,0.03711340206185567,0.04742268041237113,0.0,0.026804123711340208,0.03505154639175258,0.010309278350515464,0.026804123711340208,0.002061855670103093,0.004123711340206186,0.0,0.0,0.0,0.004123711340206186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104.0,2169.0,0.0,0.0,0.2660212079299216,0.27800829875518673,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004610419548178884,0.0,0.0,0.0,0.0,0.0,0.0,0.0018441678192715537,0.01751959428307976,0.021668971876440755,0.01475334255417243,0.0198248040571692,0.018441678192715538,0.01429230059935454,0.016136468418626093,0.022130013831258642,0.016136468418626093,0.022130013831258642,0.01751959428307976,0.017980636237897647,0.0,0.0055325034578146606,0.01152604887044721,0.007376671277086215,0.010142923005993546,0.002305209774089442,0.002305209774089442,0.0,0.0,0.0,0.0004610419548178884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004610419548178884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004610419548178884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105.0,2020.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0004950495049504951,0.0,0.0004950495049504951,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004950495049504951,0.016336633663366337,0.015841584158415842,0.017821782178217824,0.016336633663366337,0.017821782178217824,0.01485148514851485,0.012376237623762377,0.018316831683168316,0.016831683168316833,0.016831683168316833,0.016336633663366337,0.014356435643564357,0.0,0.007920792079207921,0.006930693069306931,0.007425742574257425,0.006435643564356436,0.0014851485148514852,0.0014851485148514852,0.0,0.0,0.0004950495049504951,0.0009900990099009901,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004950495049504951,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019801980198019802,0.0,0.0,0.0004950495049504951,0.0,0.0004950495049504951,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0004950495049504951,0.0004950495049504951,0.0004950495049504951,0.0,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0,0.0,0.0004950495049504951,0.0,0.0,0.0004950495049504951,0.0004950495049504951
106,106.0,3866.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0028453181583031556,0.0007759958613554061,0.004138644593895499,0.0005173305742369374,0.0,0.00594930160372478,0.0,0.0002586652871184687,0.0,0.0,0.0002586652871184687,0.0002586652871184687,0.07501293326435592,0.050439730988101394,0.0,0.0,0.054578375581996894,0.05018106570098293,0.050439730988101394,0.05276771857216761,0.04449042938437661,0.04862907397827211,0.05587170201758924,0.05768235902741852,0.04604242110708743,0.0,0.026901189860320744,0.0256078634247284,0.0,0.0,0.048370408691153645,0.0,0.002586652871184687,0.0002586652871184687,0.0,0.012933264355923435,0.0002586652871184687,0.0002586652871184687,0.0015519917227108122,0.0,0.0,0.0012933264355923435,0.0,0.0002586652871184687,0.0002586652871184687,0.0002586652871184687,0.0,0.0018106570098292809,0.0020693222969477496,0.0,0.0,0.0,0.0,0.0,0.0,0.003362648732540093,0.0,0.0023279875840662182,0.0010346611484738748,0.0,0.0002586652871184687,0.0,0.0,0.0,0.0,0.0002586652871184687,0.0,0.0,0.0002586652871184687,0.0031039834454216243,0.0,0.0,0.0002586652871184687,0.0005173305742369374,0.0,0.0,0.0,0.0,0.0,0.0020693222969477496,0.0,0.0,0.0,0.0,0.0,0.0,0.0002586652871184687,0.0,0.0,0.0,0.0002586652871184687,0.0,0.0005173305742369374,0.0,0.0,0.0,0.0,0.004138644593895499,0.0,0.0,0.0002586652871184687,0.0,0.0,0.0,0.0,0.0,0.0,0.0002586652871184687,0.0,0.0,0.0,0.0002586652871184687
107,107.0,1212.0,0.0,0.0008250825082508251,0.0008250825082508251,0.0024752475247524753,0.0016501650165016502,0.0008250825082508251,0.0024752475247524753,0.0,0.0008250825082508251,0.9067656765676568,0.9183168316831684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008250825082508251,0.0,0.0,0.0008250825082508251,0.0,0.0,0.0,0.0008250825082508251,0.0,0.0,0.0,0.0,0.0,0.0008250825082508251,0.0,0.004125412541254125,0.0,0.0,0.0,0.0,0.9026402640264026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851485148514851,0.8886138613861386,0.0,0.981023102310231,0.0,0.9826732673267327,0.8828382838283828,0.0,0.0,0.0,0.0,0.0,0.9488448844884488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108.0,2704.0,0.0,0.9704469892870337,0.9763575914296269,0.9789434798670115,0.9763575914296269,0.976727004063539,0.9697081640192095,0.902844477281123,0.9338751385297377,0.0,0.0,0.0007388252678241596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014776505356483192,0.1004802364240857,0.07536017731806428,0.06538603620243812,0.09272257111193202,0.10712966383450313,0.1207979312892501,0.11008496490579978,0.11821204285186554,0.028814185445142224,0.014407092722571112,0.12929442186922793,0.05652013298854821,0.0003694126339120798,0.07425193941632804,0.06316956039896564,0.06723309937199852,1.0,0.0014776505356483192,0.005541189508681197,0.0,0.0,0.0,0.0007388252678241596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003694126339120798,0.0,0.0,0.0,0.0,0.0,0.0,0.0003694126339120798,0.0,0.0,0.0,0.0,0.0,0.0,0.0007388252678241596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003694126339120798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007388252678241596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109.0,1212.0,0.0,0.9851851851851852,0.9810699588477366,0.9843621399176955,0.9835390946502057,0.9827160493827161,0.9810699588477366,0.9325102880658436,0.9300411522633745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11440329218106995,0.8888888888888888,1.0,0.11934156378600823,0.1168724279835391,0.09876543209876543,0.0,0.12674897119341563,0.14814814814814814,0.10123456790123457,0.1374485596707819,0.11851851851851852,0.0,0.13004115226337448,0.04773662551440329,0.13333333333333333,0.08395061728395062,0.0008230452674897119,0.00411522633744856,0.0008230452674897119,0.0,0.0,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008230452674897119,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110.0,2980.0,0.0,1.0,1.0,0.4634228187919463,0.0,1.0,0.7906040268456376,0.10503355704697986,1.0,0.0,0.0006711409395973154,0.0,0.0003355704697986577,0.0,0.0006711409395973154,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0003355704697986577,0.0026845637583892616,0.011744966442953019,0.012416107382550334,0.043288590604026844,0.039597315436241606,0.039597315436241606,0.036241610738255034,0.03053691275167785,0.03355704697986577,0.036241610738255034,0.032550335570469796,0.03557046979865772,0.026845637583892617,0.0013422818791946308,0.023154362416107382,0.019463087248322148,0.0174496644295302,0.022483221476510065,0.0006711409395973154,0.004026845637583892,0.0,0.0003355704697986577,0.0003355704697986577,0.0016778523489932886,0.0003355704697986577,0.0,0.0,0.0003355704697986577,0.0,0.0003355704697986577,0.0003355704697986577,0.0,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0006711409395973154,0.0,0.0,0.0003355704697986577,0.0016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0003355704697986577,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0,0.0003355704697986577,0.0,0.0,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0,0.0,0.0,0.0,0.0003355704697986577,0.0
111,111.0,2207.0,0.0,1.0,0.25781603987313095,0.26778432260987767,1.0,0.0,0.0,0.0,1.0,0.001359311282283643,0.0,0.00045310376076121433,0.00045310376076121433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002265518803806072,0.017217942908926146,0.012233801540552787,0.021295876755777075,0.015858631626642503,0.019936565473493432,0.01857725419120979,0.021295876755777075,0.018124150430448575,0.019936565473493432,0.016764839148164932,0.015858631626642503,0.022202084277299503,0.00045310376076121433,0.01042138649750793,0.009062075215224287,0.008155867693701859,0.012686905301314002,0.0018124150430448573,0.004077933846850929,0.00045310376076121433,0.0,0.0,0.0009062075215224287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045310376076121433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002265518803806072,0.0,0.0009062075215224287,0.0009062075215224287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009062075215224287,0.0,0.0,0.0,0.0,0.0,0.0,0.001359311282283643,0.0009062075215224287,0.00045310376076121433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045310376076121433,0.0,0.0,0.0,0.00045310376076121433,0.0009062075215224287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009062075215224287,0.0,0.00045310376076121433,0.0,0.0,0.00045310376076121433,0.0,0.0,0.00045310376076121433,0.00045310376076121433,0.0,0.0,0.0
112,112.0,660.0,0.0,0.9954198473282443,0.9923664122137404,0.9984732824427481,0.9969465648854962,0.9893129770992366,0.9969465648854962,0.9801526717557252,0.9801526717557252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030534351145038168,1.0,0.30229007633587784,1.0,0.3435114503816794,0.1480916030534351,0.20610687022900764,0.28091603053435116,0.3053435114503817,0.250381679389313,0.19541984732824427,0.18931297709923664,1.0,0.0,0.15419847328244274,0.15572519083969466,0.183206106870229,0.15114503816793892,0.0,0.016793893129770993,0.0,0.0,0.0,0.0015267175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015267175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
